@relation listblock
@attribute is_stop {true, false}
@attribute author {true, false}
@attribute latestArictle {true, false}
@attribute showAllfloors {true, false}
@attribute registers {true, false}
@attribute theTimeReport {true, false}
@attribute TecentBlog {true, false}
@attribute share {true, false}
@attribute haveSolvedquestion {true, false}
@attribute answers {true, false}
@attribute check {true, false}
@attribute reply {true, false}
@attribute publish {true, false}
@attribute origin {true, false}
@attribute readtimes {true, false}
@attribute novel {true, false}
@attribute nextPage {true, false}
@attribute album {true, false}
@attribute position {true, false}
@attribute experience {true, false}
@attribute purchase {true, false}
@attribute introduction {true, false}
@attribute steps {true, false}
@attribute position_intro {true, false}
@attribute position_name {true, false}
@attribute position_numbers {true, false}
@attribute Big_Text_area numeric
@attribute Big_Text_left numeric
@attribute Big_Text_top numeric
@attribute frist_Text_area numeric
@attribute frist_Text_top numeric
@attribute frist_Text_left numeric
@attribute Big_List_area numeric
@attribute Big_List_left numeric
@attribute Big_List_top numeric
@attribute frist_List_area numeric
@attribute frist_List_top numeric
@attribute frist_List_left numeric
@attribute list_num numeric
@attribute text_num numeric
@attribute special_situation_area numeric
@attribute list_area numeric
@attribute text_area numeric
@attribute other_area numeric
@attribute src_num numeric
@attribute strict_src_num numeric
@attribute mid_text_num numeric
@attribute mid_list_area numeric
@attribute mid_text_area numeric
@attribute mid_other_area numeric
@attribute area_equal_max_num numeric
@attribute area_equal_max_area numeric
@attribute FirstSituation numeric
@attribute SecondSituation numeric
@attribute ThridSituation numeric
@attribute FourSituation numeric
@attribute FiveSituation numeric
@attribute SixSituation numeric
@attribute SevenSituation numeric
@attribute EightSituation numeric
@attribute NineSituation numeric
@attribute TenSituation numeric
@attribute Secondone numeric
@attribute Secondtwo numeric
@attribute Secondthree numeric
@attribute Secondfour numeric
@attribute Secondfive numeric
@attribute is_list {0, 1}
@data
true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,379,0,0,31,0,0,2,0,0,410,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,81,0,0,52,6,1,48,0,0,48,1,1,3,7,15,159,513,0,1,0,1,0,81,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,33,0,0,6,12,2,5,0,0,1,1,4,8,9,18,68,222,0,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,0,1,0,3,437,0,0,45,3,0,7,1,0,503,1,0,0,0,1,437,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,2,0,0,2,1,2,3,0,0,3,1,2,2,1,0,11,2,0,1,0,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,0,2,1,2,5,0,0,2,2,2,3,2,0,48,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,15,0,0,1,5,2,12,0,0,12,0,2,4,6,16,26,86,0,0,0,5,3,17,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,59,0,0,4,2,1,5,0,0,4,0,2,3,5,14,29,218,0,0,0,1,0,0,0,2,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,1,0,0,1,0,2,37,0,0,8,2,2,7,1,31,88,34,0,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,75,0,0,75,2,3,6,0,0,6,0,3,1,2,3,27,137,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,11,0,0,11,2,3,158,0,0,3,4,3,4,4,6,191,35,0,0,0,3,161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,12,0,0,2,38,2,127,0,0,10,0,2,10,97,0,172,498,0,54,0,72,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,86,0,0,3,0,0,2,0,0,90,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,32,0,0,31,4,4,15,0,0,2,3,4,3,2,5,52,119,0,0,0,0,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,221,0,0,172,24,0,221,0,0,54,1,0,2,18,23,462,1778,0,0,0,1,221,221,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,5,0,0,5,39,0,84,0,0,84,2,0,1,32,5,114,484,0,0,0,32,0,5,0,21,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,112,0,0,5,1,0,0,0,0,0,0,0,0,3,8,64,428,0,1,0,1,0,112,0,2,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,71,0,0,19,0,2,3,0,0,3,2,2,1,7,7,14,356,0,6,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,18,0,0,17,5,3,13,0,0,0,0,5,4,6,15,52,237,0,0,0,2,28,18,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,0,0,0,0,0,0,93,0,0,39,2,1,2,0,4,236,100,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
true,true,false,false,false,true,false,true,false,false,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,49,0,0,49,4,2,64,0,0,4,2,2,4,6,2,77,203,0,24,0,2,0,0,0,2,49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,366,0,0,27,0,2,0,0,0,0,0,0,0,7,4,2,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,50,0,0,5,0,2,5,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,0,0,5,0,2,199,0,0,1,2,4,4,1,1,215,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,32,0,0,5,3,0,148,0,0,148,4,0,4,2,35,189,107,0,1,0,1,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1217,0,0,1217,3,2,5,0,0,4,2,2,2,3,4,10,2155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,318,0,0,318,0,2,1,0,2,338,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,78,0,0,78,3,2,4,0,0,4,0,2,2,1,7,7,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,71,0,0,71,1,1,1,0,0,1,1,4,1,3,10,34,160,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,312,0,0,1,3,2,8,0,0,8,1,2,1,4,10,19,649,0,80,0,2,0,0,0,2,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,0,0,8,2,2,219,0,0,4,2,2,3,1,0,236,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,7,0,0,7,0,2,8,0,0,2,1,2,4,1,7,62,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,3,0,0,3,1,4,189,0,0,3,0,4,2,1,0,242,3,0,11,0,1,215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,13,0,0,13,0,0,440,0,0,440,5,0,3,1,5,481,19,0,0,0,0,449,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,389,0,0,197,3,2,4,0,0,4,0,0,2,3,7,7,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,0,0,0,0,0,0,337,0,0,337,4,2,3,0,9,380,369,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,453,0,0,19,25,0,453,0,0,453,5,0,3,17,20,548,1423,0,15,0,0,453,453,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,0,0,8,1,2,0,0,0,0,0,0,0,2,1,10,13,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,false,false,false,true,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,36,0,0,0,0,4,10,0,0,2,0,2,5,5,6,23,164,0,0,0,1,0,0,0,4,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,40,0,0,2,2,0,5,0,0,148,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,29,0,0,3,0,0,7,0,0,114,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,10,0,0,10,2,4,79,0,0,4,0,0,5,1,13,127,31,0,0,0,0,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,17,0,0,17,1,4,1,0,0,0,0,2,2,4,11,20,72,0,6,0,2,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,95,0,0,4,0,0,6,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
false,false,false,false,true,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,10,0,0,10,5,2,20,0,0,3,1,2,4,2,7,55,39,0,0,0,1,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,9,0,0,0,9,5,2,0,0,1,0,6,2,15,27,24,135,0,4,0,14,2,15,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,21,0,0,0,0,0,57,0,0,3,1,0,3,2,5,72,49,0,1,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,48,0,0,48,1,3,2,0,0,1,0,3,3,1,3,5,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,60,0,0,60,13,0,10,0,0,4,0,0,3,4,4,52,228,0,3,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,60,0,0,60,5,2,3,0,0,67,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,33,0,0,33,3,2,5,0,0,5,1,0,1,12,14,8,501,0,1,0,1,2,11,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,5,0,0,5,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,22,0,0,22,9,2,3,0,0,2,4,2,13,6,2,53,104,0,12,0,2,8,4,0,2,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,10,0,0,10,5,2,40,0,0,5,0,0,6,1,1,150,12,0,0,0,0,50,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,680,0,0,2,3,2,18,0,8,741,100,0,0,0,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,31,0,0,31,7,3,4,0,0,1,6,5,5,8,6,53,264,0,0,0,2,5,31,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,36,0,0,1,2,4,0,0,0,0,0,0,0,3,8,5,73,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,23,0,0,22,36,1,5,0,0,4,2,1,7,32,32,106,1634,0,8,0,2,0,29,0,15,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,64,0,0,37,1,0,5,0,0,5,1,0,1,4,8,5,200,0,0,0,0,0,0,0,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,4,0,0,2,0,2,6,0,11,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,0,0,0,0,0,0,18,0,0,7,6,2,4,0,9,53,20,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,40,0,0,32,0,2,5,0,0,5,0,2,1,4,1,5,155,0,0,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,176,0,0,1,0,4,3,0,6,181,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,20,0,0,20,0,0,0,0,0,0,0,0,0,3,4,0,52,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,56,0,0,56,1,2,3,0,0,1,0,2,4,2,9,31,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,65,0,0,1,10,2,11,0,0,3,0,0,2,14,0,15,89,0,14,0,13,0,17,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,8,0,0,8,7,0,70,0,0,2,1,0,6,1,4,250,66,0,0,0,1,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,29,0,0,8,1,2,5,0,0,5,1,0,2,4,10,12,133,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,12,0,0,12,27,2,0,0,0,0,0,0,0,9,15,15,560,0,4,0,2,0,23,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,0,0,8,2,2,5,0,0,4,2,2,2,1,0,21,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,3,0,0,3,6,5,20,0,0,20,1,5,5,6,3,42,20,0,12,0,6,8,16,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,52,0,0,31,9,0,35,0,0,35,5,0,2,2,10,49,102,0,1,0,0,35,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,0,2,4,3,5,0,0,4,1,3,2,1,0,16,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,100,0,0,2,3,2,21,0,8,217,29,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,54,0,0,29,5,1,5,0,0,1,1,3,3,6,14,64,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,0,0,0,0,0,0,182,0,0,182,16,2,5,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,17,0,0,17,2,2,3,0,0,2,1,2,4,1,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,0,0,2,2,6,7,0,0,3,1,2,5,2,4,100,51,0,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,137,0,0,137,3,3,2,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,0,0,0,8,0,28,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,5,0,0,2,41,0,84,0,0,84,2,0,1,29,5,114,354,0,0,0,29,0,0,0,19,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,0,0,0,0,0,0,12,0,0,12,11,2,2,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
false,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,80,0,0,1,24,2,17,0,0,7,2,2,4,13,15,64,373,0,2,0,8,0,91,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,151,0,0,151,22,2,122,0,0,11,21,2,3,5,6,375,800,0,1,0,1,0,3,0,3,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,80,0,0,53,4,2,935,0,0,935,10,0,2,3,3,987,139,0,5,0,1,0,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,81,0,0,0,0,8,5,0,0,5,0,0,1,3,0,5,133,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,38,0,0,38,13,0,5,0,0,5,0,0,2,7,38,5,518,0,0,0,0,0,76,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,195,0,0,195,1,2,4,0,0,4,3,2,9,4,5,34,406,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,4,0,0,0,2,2,5,0,0,1,1,2,5,2,3,12,18,0,1,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,36,0,0,3,2,2,11,0,0,4,0,2,3,3,8,35,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,6,0,0,6,2,1,9,0,0,4,0,0,3,4,5,45,23,0,2,0,4,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,13,0,0,2,2,0,23,0,0,23,12,0,3,2,4,121,20,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
